name,equipment,primary_muscle,secondary_muscle,video,thumbnail
"Kettlebell Calf Raise and Front Squat (male)","Kettlebell","soleus","gluteus_maximus, hamstrings, quadriceps",,"https://apilyfta.com/static/GymvisualPNG/58801101-Kettlebell-Calf-Raise-and-Front-Squat-(male)_Thighs_small.png"
"Dumbbell Seated Drag Curl","Dumbbell","biceps, brachialis","brachioradialis, deltoid_anterior","https://apilyfta.com/static/GymvisualMP4/61491201-Dumbbell-Seated-Drag-Curl_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/61491101-Dumbbell-Seated-Drag-Curl_Upper-Arms_small.png"
"Butt Bridge","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps","https://apilyfta.com/static/GymvisualMP4/01451201-Butt-Bridge-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/01451101-Butt-Bridge_Waist_small.png"
"Jump Lunge To Feet Jack","Body weight","quadriceps, deltoids","infraspinatus, biceps","https://apilyfta.com/static/GymvisualMP4/05101201-Jump-Lunge-To-Feet-Jack-(female)_Cardio_.mp4","https://apilyfta.com/static/GymvisualPNG/05101101-Jump-Lunge-To-Feet-Jack_Cardio_small.png"
"Kettlebell Hang Clean","Kettlebell","biceps, deltoid_lateral, gluteus_maximus, obliques, rectus_abdominis, serratus_anterior","quadriceps, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/05351201-Kettlebell-Hang-Clean_thighs.mp4","https://apilyfta.com/static/GymvisualPNG/05351101-Kettlebell-Hang-Clean_thighs_small.png"
"Exercise Ball Back Extension With Hands Behind Head","Stability ball",,"gluteus_maximus",,"https://apilyfta.com/static/GymvisualPNG/13341101-Exercise-Ball-Back-Extension-With-Hands-Behind-Head_Back_small.png"
"Box Jump Down with One Leg Stabilization","Body weight","gastrocnemius","soleus",,"https://apilyfta.com/static/GymvisualPNG/13741101-Box-Jump-Down-with-1-Leg-Stabilization_Calves_small.png"
"Resistance Band Standing External Rotation (female)","Resistance Band","infraspinatus, teres_minor","biceps, deltoids","https://apilyfta.com/static/GymvisualMP4/64411201-Resistance-Band-Standing-External-Rotation-(female.mp4","https://apilyfta.com/static/GymvisualPNG/64411101-Resistance-Band-Standing-External-Rotation-(female)_Back_small.png"
"Kneeling Single Kickback Fire Hydrant","Body weight","gluteus_maximus","hamstrings, quadriceps","https://apilyfta.com/static/GymvisualMP4/73751201-Kneeling-Single-Kickback-Fire-Hydrant-(male)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/73751201-Kneeling-Single-Kickback-Fire-Hydrant-(male)_Hips_GREEN.png"
"Deep Push-up Hold","Body weight","deltoid_anterior, chest_clavicular_head, triceps","deltoid_lateral, deltoids, obliques, rectus_abdominis, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/79851201-Deep-Push-Up-Hold-(female)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/79851201-Deep-Push-Up-Hold-(female)_Chest_GREEN.png"
"Dumbbell Lying One Arm Rear Lateral Raise","Dumbbell","deltoids","deltoid_lateral, infraspinatus, teres_minor, trapezius, trapezius",,"https://apilyfta.com/static/GymvisualPNG/10481101-Dumbbell-Lying-One-Arm-Rear-Lateral-Raise_Shoulders_small.png"
"Suspension Triceps Extension Push-up","Suspension","triceps",,"https://apilyfta.com/static/GymvisualMP4/11491201-Suspender-Triceps-Extension-Push-Up-(female)_Upper.mp4","https://apilyfta.com/static/GymvisualPNG/11491101-Suspender-Triceps-Extension-Push-up_Upper-arms_small.png"
"Finger Extensor Stretch","Body weight",,,,"https://apilyfta.com/static/GymvisualPNG/18271101-Finger-Extensor-Stretch_Forearms_small.png"
"Dumbbell Seated Alternate Press","Dumbbell","deltoid_anterior","deltoid_lateral, deltoids","https://apilyfta.com/static/GymvisualMP4/25941201-Dumbbell-Seated-Alternate-Press-(female)_Shoulders.mp4","https://apilyfta.com/static/GymvisualPNG/25941101-Dumbbell-Seated-Alternate-Press-(female)_Shoulders_small.png"
"Flag","Body weight","serratus_anterior, trapezius","soleus, wrist_extensors","https://apilyfta.com/static/GymvisualMP4/33031201-Flag_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/33031101-Flag_small.png"
"Lying Hip Straight Leg Raise","Body weight","iliopsoas","hip_adductors, quadriceps, sartorius, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/06191201-Lying-Hip-Straight-Leg-Raise-(female)_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/06191101-Lying-Hip-Straight-Leg-Raise-(female)_Hips-FIX_small.png"
"45 degree one leg hyperextension","Body weight","hamstrings","gluteus_maximus","https://apilyfta.com/static/GymvisualMP4/11701201-45-Degree-One-Leg-Hyperextension-(arms-in-front-of.mp4","https://apilyfta.com/static/GymvisualPNG/11701101-45-degree-one-leg-hyperextension-(arms-in-front-of-chest)_Hips_small.png"
"Upward Facing Dog","Body weight",,"deltoid_anterior, gluteus_maximus, chest_clavicular_head, rectus_abdominis",,"https://apilyfta.com/static/GymvisualPNG/13661101-Upward-Facing-Dog_Back_small.png"
"Barbell Standing Concentration Curl","Barbell","brachialis","biceps, brachioradialis","https://apilyfta.com/static/GymvisualMP4/24141201-Barbell-Standing-Concentration-Curl_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/24141101-Barbell-Standing-Concentration-Curl_Upper-Arms_small.png"
"Forearm Wall Slide","Body weight","wrist_flexors","brachialis, wrist_extensors","https://apilyfta.com/static/GymvisualMP4/29411201-Forearm-Wall-Slide_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/29411101-Forearm-Wall-Slide_Back_small.png"
"Lying Leg Raise to Side","Body weight","rectus_abdominis, serratus_anterior","hip_adductors","https://apilyfta.com/static/GymvisualMP4/32681201-Lying-Leg-Raise-to-Side-(female)_Waist.mp4","https://apilyfta.com/static/GymvisualPNG/32681101-Lying-Leg-Raise-to-Side-(female)_Waist_small.png"
"Quickly Swing Arms in place","Body weight","deltoid_anterior, deltoid_lateral, deltoids","biceps, brachialis, brachioradialis, chest_clavicular_head, teres_major",,"https://apilyfta.com/static/GymvisualPNG/35881101-Quickly-Swing-Arms-in-place_Shoulders_small.png"
"Landmine Resistance Band One Arm Shoulder Press","Resistance Band","deltoids","deltoid_anterior, tensor_fasciae_femoris",,"https://apilyfta.com/static/GymvisualPNG/42021101-Landmine-Resistance-Band-One-Arm-Shoulder-Press_Shoulders_small.png"
"2 to 1 Jump Box","Body weight","hamstrings, quadriceps","gluteus_maximus, tibias",,"https://apilyfta.com/static/GymvisualPNG/42081101-2-to-1-Jump-Box-(male)_Plyometrics_small.png"
"Roll Thoracic Spine Lying on Floor (female)","Roll",,,"https://apilyfta.com/static/GymvisualMP4/54231201-Roll-Thoracic-Spine-Lying-on-Floor-(female)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/54231101-Roll-Thoracic-Spine-Lying-on-Floor-(female)_Back_small.png"
"Dumbbell Standing Drag Curl (VERSION 2)","Dumbbell","biceps, deltoid_anterior","brachialis, brachioradialis","https://apilyfta.com/static/GymvisualMP4/54491201-Dumbbell-Standing-Drag-Curl-(VERSION-2)_Upper-Arms.mp4","https://apilyfta.com/static/GymvisualPNG/54491101-Dumbbell-Standing-Drag-Curl-(VERSION-2)_Upper-Arms_small.png"
"Dumbbell Good Morning (male)","Dumbbell","gluteus_maximus, hamstrings","quadriceps","https://apilyfta.com/static/GymvisualMP4/64241201-Dumbbell-Good-Morning-(male)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/64241101-Dumbbell-Good-Morning-(male)_Hips_small.png"
"Kettlebell Standing Reverse Curl","Kettlebell","biceps, brachialis","brachioradialis, wrist_flexors","https://apilyfta.com/static/GymvisualMP4/61861201-Kettlebell-Standing-Reverse-Curl_Forearms_.mp4","https://apilyfta.com/static/GymvisualPNG/61861201-Kettlebell-Standing-Reverse-Curl_Forearms__GREEN.png"
"Bodyweight Deep Prisoner Squat","Body weight","gluteus_maximus, quadriceps","gastrocnemius, hamstrings, rectus_abdominis, soleus","https://apilyfta.com/static/GymvisualMP4/64171201-Bodyweight-Deep-Prisoner-Squat-(male)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/64171201-Bodyweight-Deep-Prisoner-Squat-(male)_Thighs__GREEN.png"
"Dumbbell Decline Hammer Press","Dumbbell",,"deltoid_anterior, chest_clavicular_head, triceps","https://apilyfta.com/static/GymvisualMP4/03031201-Dumbbell-Decline-Hammer-Press_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/03031101-Dumbbell-Decline-Hammer-Press_Chest_small.png"
"Dumbbell One Arm Chest Fly on Exercise Ball","Dumbbell",,"biceps, deltoid_anterior, chest_clavicular_head",,"https://apilyfta.com/static/GymvisualPNG/12861101-Dumbbell-One-Arm-Chest-Fly-on-Exercise-Ball_Chest_small.png"
"Resistance Band Floor Hyperextension","Resistance Band",,"gluteus_maximus, hamstrings","https://apilyfta.com/static/GymvisualMP4/24231201-Resistance-Band-Floor-Hyperextension-(female)_Back.mp4","https://apilyfta.com/static/GymvisualPNG/24231101-Resistance-Band-Floor-Hyperextension_Back_small.png"
"Bodyweight Frog Pump","Body weight","gluteus_maximus","hamstrings, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/31811201-Bodyweight-Frog-Pump-(female)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/31811101-Bodyweight-Frog-Pump_Hips_small.png"
"Resistance Band Seated Single Leg Curl","Resistance Band","hamstrings","gastrocnemius, quadriceps",,"https://apilyfta.com/static/GymvisualPNG/35081101-Resistance-Band-Seated-Single-Leg-Curl_Thighs_small.png"
"Dumbbell Single Arm Overhead Carry","Dumbbell","deltoid_anterior","triceps","https://apilyfta.com/static/GymvisualMP4/35481201-Dumbbell-Single-Arm-Overhead-Carry_Weightlifting_.mp4","https://apilyfta.com/static/GymvisualPNG/35481101-Dumbbell-Single-Arm-Overhead-Carry_small.png"
"Band Assisted Sprinter Run","Assisted, Band","gluteus_maximus, rectus_abdominis","hip_adductors, brachialis, brachioradialis, sartorius","https://apilyfta.com/static/GymvisualMP4/36531201-Band-Assisted-Sprinter-Run_Cardio_.mp4","https://apilyfta.com/static/GymvisualPNG/36531101-Band-Assisted-Sprinter-Run_Cardio_small.png"
"Kneeling Shoulder Tap","Body weight","serratus_anterior, teres_major","latissimus_dorsi","https://apilyfta.com/static/GymvisualMP4/45061201-Kneeling-Shoulder-Tap_Chest.mp4","https://apilyfta.com/static/GymvisualPNG/45061301-Kneeling-Shoulder-Tap_Chest_720_small.png"
"Dumbbell Decline Overhead Sit-up","Dumbbell","rectus_abdominis",,"https://apilyfta.com/static/GymvisualMP4/47341201-Dumbbell-Decline-Overhead-Sit-up_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/47341301-Dumbbell-Decline-Overhead-Sit-up_Waist_720_small.png"
"EZ Barbell Drag Curl","EZ Barbell","biceps","brachialis, brachioradialis, deltoid_anterior, wrist_flexors","https://apilyfta.com/static/GymvisualMP4/59251201-EZ-Barbell-Drag-Curl-(VERSION-2)_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/59251201-EZ-Barbell-Drag-Curl-(VERSION-2)_Upper-Arms__GREEN.png"
"Barbell Wide-Grip Upright Row","Barbell","deltoid_lateral, trapezius","brachialis, brachioradialis, deltoid_anterior, trapezius","https://apilyfta.com/static/GymvisualMP4/70241201-Barbell-Wide-Grip-Upright-Row-(front-POV)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/70241201-Barbell-Wide-Grip-Upright-Row-(front-POV)_Shoulders_GREEN.png"
"Smith Wide Grip Decline Bench Press","Smith machine",,"deltoid_anterior, chest_clavicular_head, triceps",,"https://apilyfta.com/static/GymvisualPNG/13091101-Smith-Wide-Grip-Decline-Bench-Press_Chest_small.png"
"Cable Lying Curl","Cable","biceps","brachialis, brachioradialis","https://apilyfta.com/static/GymvisualMP4/01831201-Cable-Lying-Curl-(female)_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/01831101-Cable-Lying-Curl_Upper-Arms_small.png"
"Kettlebell Extended Range One Arm Press on Floor","Kettlebell","chest_clavicular_head","deltoid_anterior, triceps",,"https://apilyfta.com/static/GymvisualPNG/05311101-Kettlebell-Extended-Range-One-Arm-Press-on-Floor_chest_small.png"
"Band standing leg extension","Band","quadriceps","tensor_fasciae_femoris",,"https://apilyfta.com/static/GymvisualPNG/09261101-Band-standing-leg-extension_Thighs_small.png"
"Weighted Lying Neck Extension","Weighted",,"obliques","https://apilyfta.com/static/GymvisualMP4/24081201-Weighted-Lying-Neck-Extension-(with-head-harness)_.mp4","https://apilyfta.com/static/GymvisualPNG/24081101-Weighted-Lying-Neck-Extension-(with-head-harness)_Neck_small.png"
"Exercise Ball Frog Crunch","Stability ball","rectus_abdominis","hip_adductors, obliques, quadriceps, sartorius, tensor_fasciae_femoris",,"https://apilyfta.com/static/GymvisualPNG/24691101-Exercise-Ball-Frog-Crunch-(female)_Waist_small.png"
"Plyo Jacks","Body weight","quadriceps, gastrocnemius","hamstrings, gastrocnemius","https://apilyfta.com/static/GymvisualMP4/31081201-Plyo-Jack-(male)_Cardio_.mp4","https://apilyfta.com/static/GymvisualPNG/31081101-Plyo-Jacks-(male)_Cardio_small.png"
"Medicine Ball Backward Throw","Medicine Ball","gluteus_maximus, hamstrings",,,"https://apilyfta.com/static/GymvisualPNG/34391101-Medicine-Ball-Backward-Throw_Hips_small.png"
"Tuck Up","Body weight","rectus_abdominis",,,"https://apilyfta.com/static/GymvisualPNG/39691101-Tuck-Up-(female)_Waist_small.png"
"Legs-Up The Wall Yoga Pose","Body weight","gastrocnemius",,,"https://apilyfta.com/static/GymvisualPNG/43811101-Legs-Up-The-Wall-Yoga-Pose_Stretching_small.png"
"Kettlebell Half Kneeling One Arm Bottoms-Up Press","Kettlebell","deltoid_anterior","deltoids","https://apilyfta.com/static/GymvisualMP4/44461201-Kettlebell-Half-Kneeling-One-Arm-Bottoms-Up-Press_.mp4","https://apilyfta.com/static/GymvisualPNG/44461101-Kettlebell-Half-Kneeling-One-Arm-Bottoms-Up-Press_Shoulders_small.png"
"Side Plank Leg Lift","Body weight","obliques","deltoid_lateral, quadriceps","https://apilyfta.com/static/GymvisualMP4/48631201-Side-Plank-Leg-Lift-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/48631101-Side-Plank-Leg-Lift_Waist_small.png"
"Smith Back Wide Shrug","Smith machine","trapezius",,"https://apilyfta.com/static/GymvisualMP4/52251201-Smith-Back-Wide-Shrug_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/52251101-Smith-Back-Wide-Shrug_Back_small.png"
"Lying Knee Tuck","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps","https://apilyfta.com/static/GymvisualMP4/64271201-Lying-Knee-Tuck-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/64271201-Lying-Knee-Tuck-(male)_Waist__GREEN.png"
"Weighted Plates Bulgarian Split Squat","Weighted","gluteus_maximus, quadriceps","hamstrings","https://apilyfta.com/static/GymvisualMP4/66781201-Weighted-Plates-Bulgarian-Split-Squat_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/66781201-Weighted-Plates-Bulgarian-Split-Squat_Thighs__GREEN.png"
"Sitting Lower Trunk Extensor Stretch","Body weight",,"gluteus_maximus",,"https://apilyfta.com/static/GymvisualPNG/18031101-Sitting-Lower-Trunk-Extensor-Stretch_Back_small.png"
"Extension And Inclination Neck Stretch","Body weight","serratus_anterior",,"https://apilyfta.com/static/GymvisualMP4/18441201-Extension-And-Inclination-Neck-Stretch_Neck_.mp4","https://apilyfta.com/static/GymvisualPNG/18441101-Extension-And-Inclination-Neck-Stretch_Neck_small.png"
"Sitting Foot To Chest Buttocks Stretch","Body weight","gluteus_maximus",,,"https://apilyfta.com/static/GymvisualPNG/19401101-Sitting-Foot-To-Chest-Buttocks-Stretch_Hips_small.png"
"Floor Hyperextension","Body weight",,,"https://apilyfta.com/static/GymvisualMP4/23941201-Floor-Hyperextension-(female)_Hips-FIX.mp4","https://apilyfta.com/static/GymvisualPNG/23941101-Floor-Hyperextension-(female)_Hips-FIX_small.png"
"Swimming All Fours","Body weight",,,,"https://apilyfta.com/static/GymvisualPNG/28801101-Swimming-All-Fours_Pilates_Pilates_small.png"
"Dumbbell Contralateral Forward Lunge","Dumbbell","gluteus_maximus, quadriceps","soleus",,"https://apilyfta.com/static/GymvisualPNG/36351101-Dumbbell-Contralateral-Forward-Lunge_Thighs_small.png"
"Band Hip Abduction","Band",,"tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/40311201-Band-hip-abduction-(male)_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/40311101-Band-hip-abduction-(male)_Hips_small.png"
"Barbell Bench Press with 1 board","Barbell",,"deltoid_anterior, chest_clavicular_head","https://apilyfta.com/static/GymvisualMP4/40701201-Barbell-Bench-Press-with-1-board_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/40701101-Barbell-Bench-Press-with-1-board_Chest_small.png"
"Cable Seated Single Leg Extension","Cable","quadriceps",,"https://apilyfta.com/static/GymvisualMP4/78101201-Cable-Seated-Single-Leg-Extension-(female)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/78101201-Cable-Seated-Single-Leg-Extension-(female)_Thighs_GREEN.png"
"Squat to Straddle","Body weight","gluteus_maximus, quadriceps","hip_adductors, hamstrings","https://apilyfta.com/static/GymvisualMP4/79091201-Squat-to-Straddle-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/79091201-Squat-to-Straddle-(female)_Stretching_GREEN.png"
"Band pull through","Band","gluteus_maximus","hamstrings","https://apilyfta.com/static/GymvisualMP4/09911201-Band-pull-through_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/09911101-Band-pull-through_Hips_small.png"
"Hip Abduction With Flexion In Front Stretch","Body weight",,"hip_adductors, gluteus_maximus",,"https://apilyfta.com/static/GymvisualPNG/19031101-Hip-Abduction-With-Flexion-In-Front-Stretch_Hips_small.png"
"Inverted Row Bent Knee under Table","Body weight","infraspinatus, latissimus_dorsi, teres_major, teres_minor, trapezius, trapezius","biceps, brachialis, brachioradialis, deltoids","https://apilyfta.com/static/GymvisualMP4/33821201-Inverted-Row-Bent-Knee-under-Table-(female)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/33821101-Inverted-Row-Bent-Knee-under-Table-(female)_Back_small.png"
"Single Leg Bridge with Outstretched Leg","Body weight","gluteus_maximus","hamstrings","https://apilyfta.com/static/GymvisualMP4/36451201-Single-Leg-Bridge-with-Outstretched-Leg_Hips.mp4","https://apilyfta.com/static/GymvisualPNG/36451101-Single-Leg-Bridge-with-Outstretched-Leg_Hips_small.png"
"Landmine Rear Lunge","Leverage machine","gluteus_maximus, quadriceps","soleus","https://apilyfta.com/static/GymvisualMP4/39191201-Landmine-Rear-Lunge_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/39191101-Landmine-Rear-Lunge_Thighs_small.png"
"Barbell Back Wide Shrug","Barbell","trapezius",,"https://apilyfta.com/static/GymvisualMP4/52261201-Barbell-Back-Wide-Shrug_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/52261101-Barbell-Back-Wide-Shrug_Back_small.png"
"Ring Neutral Grip Inverted Row","Body weight","biceps, deltoids, latissimus_dorsi","brachialis, brachioradialis, infraspinatus, teres_major, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/76491201-Ring-Neutral-Grip-Inverted-Row_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/76491201-Ring-Neutral-Grip-Inverted-Row_Back_GREEN.png"
